H3MeK4_N,CaNA_N,class,grade
0.175530751,1.158896914,7,B
0.20649895199999999,1.114705001,7,B
0.22756884800000002,1.070772875,7,D
0.247709178,1.081718492,7,B
0.115331284,1.569602701,7,D
0.11381081900000001,1.5543668780000002,7,A
0.10492874099999999,1.5029097390000001,7,B
0.130904184,1.6075256009999999,7,C
0.131820724,1.6703682990000002,7,C
0.130284998,1.626918259,7,C
0.156810702,1.6212973780000002,7,D
0.163008736,1.676646069,7,B
0.141139241,1.616877637,7,C
0.172853034,1.629639775,7,C
0.16924119199999998,1.5766937669999999,7,C
0.18464841699999998,1.5823939880000002,7,B
0.164361121,1.519839825,7,D
0.218505726,1.583348482,7,D
0.23642921600000003,1.524797115,7,B
0.127800322,1.555950859,7,B
0.130253013,1.526495819,7,B
0.125162338,1.5318181819999999,7,C
0.15035489999999999,1.49952225,7,C
0.13010136,1.476126967,7,D
0.145138071,1.416633948,7,D
0.15813912,1.427538173,7,D
0.167474231,1.456611752,7,A
0.16624707,1.384408369,7,B
0.134805875,0.980872139,7,C
0.139532256,0.974579144,7,A
0.137730576,0.944997205,7,A
0.160982084,1.2674187129999999,7,D
0.178631702,1.2279631309999999,7,A
0.16239316199999998,1.173659674,7,B
0.12484661400000001,1.879705498,7,C
0.121865309,1.806883878,7,A
0.118989527,1.7269622009999999,7,C
0.125868326,1.899170555,7,B
0.14021244300000002,1.8039453719999998,7,A
0.12505530199999998,1.814629111,7,A
0.131602263,1.8870714919999998,7,C
0.151993021,1.898000268,7,B
0.15019527400000002,1.846892169,7,B
0.15525071,1.919583728,7,D
0.158585389,1.905909725,7,A
0.14869955199999998,1.762780269,7,B
0.18321596199999998,1.805516432,7,C
0.181649461,1.7837837840000001,7,C
0.166894509,1.778195489,7,D
0.177117148,1.7888262430000001,7,B
0.17830278,1.8221986959999998,7,C
0.1681011,1.7199041290000001,7,B
0.18790209300000002,1.831694151,7,A
0.204958434,1.80004414,7,A
0.194818871,1.723392306,7,B
0.20888332199999998,1.741015512,7,C
0.20907709800000002,1.6935055069999998,7,D
0.196793965,1.666760962,7,D
0.22163397899999998,1.625195524,7,C
0.224878049,1.6252439019999998,7,B
0.19753694600000002,1.618472906,7,C
0.261771385,1.611657835,7,A
0.28151130399999996,1.688138743,7,B
0.262849205,1.6147553630000002,7,B
0.20478507699999998,1.32255822,6,B
0.217553583,1.237459707,6,A
0.201373124,1.213941642,6,B
0.21978756600000002,1.264948377,6,C
0.23560622399999998,1.221194522,6,C
0.202733485,1.284453303,6,C
0.243266725,1.256395405,6,D
0.240085845,1.242231968,6,B
0.23903909399999998,1.145506028,6,B
0.275637819,1.180715358,6,D
0.283852898,1.16074038,6,D
0.24997032600000002,1.139347181,6,D
0.304811206,1.142204629,6,D
0.308483674,1.1127180559999998,6,A
0.326086957,1.171784737,6,D
0.16202403699999998,1.249017185,6,A
0.168982644,1.214074446,6,C
0.18102342899999999,1.299277305,6,A
0.193375687,1.256977657,6,A
0.176571184,1.245190252,6,D
0.207990085,1.28045491,6,D
0.17895808300000002,1.199037661,6,B
0.19123653899999998,1.193650204,6,A
0.220804145,1.20285961,6,A
0.209683078,1.117062332,6,B
0.19841645,1.115575514,6,B
0.21835985300000002,1.1898408809999999,6,C
0.212190585,1.006295607,6,A
0.254777985,0.9998563009999999,6,D
0.248065544,1.071612805,6,C
0.159071709,1.435869403,6,B
0.17538847100000002,1.4371929819999998,6,A
0.16129194300000002,1.4537874219999998,6,B
0.166827822,1.4824340880000002,6,C
0.167754995,1.539375735,6,A
0.16856973100000003,1.553758828,6,A
0.168416596,1.4810330230000002,6,D
0.19068094100000002,1.474464724,6,D
0.197944122,1.516605166,6,A
0.191212086,1.4335140119999998,6,D
0.21389934100000002,1.543273754,6,A
0.20612880100000003,1.520110127,6,D
0.20885241100000002,1.443353364,6,A
0.195326279,1.443268665,6,D
0.23307601,1.495249406,6,C
0.17224880399999998,1.380807584,6,D
0.17511604600000003,1.403294803,6,C
0.178075791,1.486846409,6,A
0.17538896699999998,1.415134371,6,D
0.17606182199999998,1.448511352,6,A
0.19878467,1.5044221169999998,6,B
0.18776088800000001,1.324328582,6,B
0.193360795,1.431225265,6,A
0.212621597,1.470285294,6,D
0.223079265,1.2090733790000001,6,B
0.22776862899999997,1.224166324,6,D
0.213177471,1.335069075,6,B
0.23609175,1.185527816,6,D
0.266446951,1.251869692,6,D
0.21962008800000002,1.271922977,6,A
0.162297795,1.169665261,6,A
0.164335285,1.2153003690000002,6,A
0.17931301100000002,1.282803181,6,D
0.186212815,1.116132723,6,D
0.19965415399999997,1.172634916,6,B
0.181400438,1.206126915,6,B
0.196222819,1.06887291,6,A
0.193372083,1.1355946909999999,6,C
0.21556031399999998,1.1607780159999999,6,D
0.230900036,0.990525932,6,B
0.234254419,1.072068708,6,B
0.232154098,1.107893743,6,D
0.29021658,0.933980583,6,B
0.278403899,1.006853488,6,C
0.276162791,1.040544676,6,D
0.227372558,0.9405271070000001,6,D
0.221327733,1.0274763740000001,6,A
0.20709067,1.074200503,6,D
0.24111071,0.85712225,6,D
0.23803297699999998,0.9570712570000001,6,B
0.23296494199999998,0.93244529,6,B
0.270820031,0.782176412,6,A
0.255582211,0.882450637,6,C
0.241814996,0.881029235,6,C
0.262620264,0.781327949,6,B
0.247164694,0.783653846,6,D
0.271693449,0.854758962,6,A
0.276836158,0.689265537,6,B
0.255963991,0.75483871,6,D
0.247632142,0.8003360829999999,6,A
0.163218265,1.1946106140000001,6,B
0.168280011,1.194640416,6,D
0.166874898,1.17475148,6,D
0.172671508,1.126489459,6,B
0.18529948100000002,1.171693085,6,A
0.176125521,1.161283483,6,A
0.19167193600000001,1.1755035679999999,6,A
0.206861756,1.196037061,6,D
0.185002245,1.155904805,6,B
0.218096299,1.162520114,6,C
0.22199370899999998,1.141422695,6,A
0.23522345,1.104757328,6,B
0.243714645,1.104494029,6,D
0.269866247,1.136585366,6,D
0.24251403600000002,1.085620711,6,A
0.23491488600000002,1.344585295,6,C
0.22044290600000002,1.372285941,6,D
0.22109459899999998,1.314824212,6,A
0.23414681,1.429285165,6,A
0.231451459,1.415601755,6,D
0.233004231,1.3324870709999999,6,A
0.24950666,1.3830784409999999,6,C
0.266186156,1.3622468,6,C
0.224613153,1.336073501,6,C
0.285181582,1.375972763,6,C
0.27085733100000003,1.3980582519999998,6,B
0.24691358,1.3046336379999999,6,D
0.278201525,1.3089120840000001,6,A
0.280629986,1.3624463080000002,6,B
0.278823058,1.29703763,6,A
0.24106385600000002,1.3602932269999999,6,C
0.22856454699999998,1.375361272,6,A
0.22422649600000003,1.257854498,6,C
0.25531914899999997,1.379201357,6,A
0.24627834199999998,1.390945874,6,A
0.240103973,1.335982176,6,D
0.26995093600000003,1.3407429659999999,6,C
0.26153547899999996,1.29691741,6,D
0.237008629,1.2973154359999999,6,B
0.308111989,1.420244078,6,D
0.328326783,1.364823133,6,D
0.293434692,1.3644782309999999,6,C
0.355213055,1.4308250230000001,6,B
0.365353187,1.4040312330000002,6,B
0.36527802600000003,1.370999464,6,B
